FORMULARIO;CODIGO_ACCIDENTE;FECHA;CODIGO_VICTIMA;CODIGO_VEHICULO;TIPO_ACTOR;ESTADO;GENERO;EDAD;GRAVEDAD;CLASE_SINIESTRO;DIRECCION;LONGITUD;LATITUD;CODIGO_LOCALIDAD;TOTAL_HERIDOS;TOTAL_MUERTOS;MOD_VEHICULO;CLASE_VEHICULO;SERVICIO_VEHICULO;CODIGO_CAUSA
A2129;12689;12/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;49;3;1;KR 106 A  - CL 153   02;-74.093;4.755;11;;;2005;1;3;134
A2130;12690;12/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;18;3;1;CL 37  S- KR 22   02;-74.118.547.391;4.578.763.208;18;;;2004;1;2;139
A2131;12691;10/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;49;3;1;KR 10  - CL 41  S 02;-74.108;4.564;18;;;2019;1;2;103
A2132;12692;10/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;41;3;1;KR 10  - CL 41  S 02;-74.108;4.564;18;;;2010;1;2;103
A2133;12693;24/06/2022;1;2;CONDUCTOR;ILESO;MASCULINO;62;3;1;CL 72  - KR 30   02;-74.073;4.668;12;;;2014;5;2;121
A2134;12694;24/06/2022;0;1;CONDUCTOR;ILESO;MASCULINO;52;3;1;CL 72  - KR 30   02;-74.073;4.668;12;;;2016;1;2;121
A2135;12695;13/08/2022;1;2;CONDUCTOR;ILESO;;;3;1;CL 22  - KR 24   02;-74.082.959.537;4.617.134.335;14;;;2016;1;3;134
A2136;12696;13/08/2022;1;2;CONDUCTOR;ILESO;;;3;1;CL 22  - KR 24   02;-74.082.959.537;4.617.134.335;14;;;2016;1;3;308
A2137;12697;13/08/2022;0;1;CONDUCTOR;ILESO;FEMENINO;30;3;1;CL 22  - KR 24   02;-74.082.959.537;4.617.134.335;14;;;2006;1;3;134
A2138;12698;13/08/2022;0;1;CONDUCTOR;ILESO;FEMENINO;30;3;1;CL 22  - KR 24   02;-74.082.959.537;4.617.134.335;14;;;2006;1;3;308
A2139;12699;19/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;34;3;1;AK 68  - CL 24   02;-74.107;4.65;13;;;2014;2;2;103
A2140;12700;19/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;36;3;1;AK 68  - CL 24   02;-74.107;4.65;13;;;2021;6;2;103
A2141;12701;22/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;39;3;1;CL 132  - KR 59 B  02;-74.07;4.724;11;;;2011;5;3;112
A2142;12702;22/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;20;3;1;CL 132  - KR 59 B  02;-74.07;4.724;11;;;2017;5;3;112
A2143;12703;24/08/2022;1;2;MOTOCICLISTA;MUERTO;MASCULINO;31;1;1;KR 19 B BIS - CL 59  S 02;-74.138;4.564;6;;1;2021;10;3;121
A2144;12704;24/08/2022;1;2;MOTOCICLISTA;MUERTO;MASCULINO;31;1;1;KR 19 B BIS - CL 59  S 02;-74.138;4.564;6;;1;2021;10;3;157
A2145;12705;24/08/2022;1;2;MOTOCICLISTA;MUERTO;MASCULINO;31;1;1;KR 19 B BIS - CL 59  S 02;-74.138;4.564;6;;1;2021;10;3;157
A2146;12706;24/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;61;1;1;KR 19 B BIS - CL 59  S 02;-74.138;4.564;6;;1;2007;8;2;121
A2147;12707;24/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;61;1;1;KR 19 B BIS - CL 59  S 02;-74.138;4.564;6;;1;2007;8;2;157
A2148;12708;24/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;61;1;1;KR 19 B BIS - CL 59  S 02;-74.138;4.564;6;;1;2007;8;2;157
A2149;12709;22/08/2022;1;2;CICLISTA;HERIDO;MASCULINO;22;2;1;CL 17  - KR 116   02;-74.156;4.683;9;1;;;13;0;103
A2150;12710;22/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;32;2;1;CL 17  - KR 116   02;-74.156;4.683;9;1;;2021;2;2;103
A2151;12711;22/08/2022;2;3;CONDUCTOR;ILESO;;;2;1;AU NORTE - CL 242   02;-74.036;4.817;11;3;;;1;0;157
A2152;12712;22/08/2022;2;3;CONDUCTOR;ILESO;;;2;1;AU NORTE - CL 242   02;-74.036;4.817;11;3;;;1;0;301
A2153;12713;22/08/2022;1;2;CONDUCTOR;HERIDO;MASCULINO;18;2;1;AU NORTE - CL 242   02;-74.036;4.817;11;3;;2004;1;3;157
A2154;12714;22/08/2022;1;2;CONDUCTOR;HERIDO;MASCULINO;18;2;1;AU NORTE - CL 242   02;-74.036;4.817;11;3;;2004;1;3;301
A2155;12715;22/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;38;2;1;AU NORTE - CL 242   02;-74.036;4.817;11;3;;2014;10;3;157
A2156;12716;22/08/2022;3;1;ACOMPANANTE;HERIDO;FEMENINO;42;2;1;AU NORTE - CL 242   02;-74.036;4.817;11;3;;2014;10;3;157
A2157;12717;22/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;38;2;1;AU NORTE - CL 242   02;-74.036;4.817;11;3;;2014;10;3;301
A2158;12718;22/08/2022;3;1;ACOMPANANTE;HERIDO;FEMENINO;42;2;1;AU NORTE - CL 242   02;-74.036;4.817;11;3;;2014;10;3;301
A2159;12719;24/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;37;2;1;KR 111 A  - CL 151 C  02;-74.099;4.753;11;1;;2011;1;3;112
A2160;12720;24/08/2022;0;1;MOTOCICLISTA;HERIDO;FEMENINO;24;2;1;KR 111 A  - CL 151 C  02;-74.099;4.753;11;1;;2022;10;3;112
A2161;12721;24/08/2022;1;;PEATON;HERIDO;MASCULINO;18;2;2;KR 16  - CL 33   02;-74.072;4.622;13;1;;;;;145
A2162;12722;24/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;27;2;2;KR 16  - CL 33   02;-74.072;4.622;13;1;;2017;1;3;145
A2163;12723;26/08/2022;1;2;CONDUCTOR;ILESO;;;2;1;KR 24  - CL 40 B  S 02;-7.412.199.286.406;458.055.740.163;18;1;;;1;0;157
A2164;12724;26/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;55;2;1;KR 24  - CL 40 B  S 02;-7.412.199.286.406;458.055.740.163;18;1;;2020;10;3;157
A2165;12725;28/08/2022;1;2;CICLISTA;HERIDO;FEMENINO;29;2;1;KR 91  - CL 130   02;-74.089.161.063;472.620.401.699.999;11;2;;;13;0;142
A2166;12726;28/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;33;2;1;KR 91  - CL 130   02;-74.089.161.063;472.620.401.699.999;11;2;;2012;10;3;142
A2167;12727;27/08/2022;2;;PEATON;HERIDO;MASCULINO;38;2;1;CL 132 D D - KR 148 B  63;-74.119.741.178;4.744.259.779;11;2;;;;;103
A2168;12728;27/08/2022;2;;PEATON;HERIDO;MASCULINO;38;2;1;CL 132 D D - KR 148 B  63;-74.119.741.178;4.744.259.779;11;2;;;;;301
A2169;12729;27/08/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;18;2;1;CL 132 D D - KR 148 B  63;-74.119.741.178;4.744.259.779;11;2;;2014;10;3;103
A2170;12730;27/08/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;18;2;1;CL 132 D D - KR 148 B  63;-74.119.741.178;4.744.259.779;11;2;;2014;10;3;301
A2171;12731;27/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;31;2;1;CL 132 D D - KR 148 B  63;-74.119.741.178;4.744.259.779;11;2;;2014;2;2;103
A2172;12732;27/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;31;2;1;CL 132 D D - KR 148 B  63;-74.119.741.178;4.744.259.779;11;2;;2014;2;2;301
A2173;12733;27/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;32;2;1;KR 89  - CL 57 A  S 02;-7.418.960.867.112;462.926.147.602;7;2;;1987;5;3;118
A2174;12734;27/08/2022;1;1;PASAJERO;HERIDO;MASCULINO;37;2;1;KR 89  - CL 57 A  S 02;-7.418.960.867.112;462.926.147.602;7;2;;1987;5;3;118
A2175;12735;27/08/2022;2;1;PASAJERO;HERIDO;MASCULINO;31;2;1;KR 89  - CL 57 A  S 02;-7.418.960.867.112;462.926.147.602;7;2;;1987;5;3;118
A2176;12736;27/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;32;2;1;KR 89  - CL 57 A  S 02;-7.418.960.867.112;462.926.147.602;7;2;;1987;5;3;203
A2177;12737;27/08/2022;1;1;PASAJERO;HERIDO;MASCULINO;37;2;1;KR 89  - CL 57 A  S 02;-7.418.960.867.112;462.926.147.602;7;2;;1987;5;3;203
A2178;12738;27/08/2022;2;1;PASAJERO;HERIDO;MASCULINO;31;2;1;KR 89  - CL 57 A  S 02;-7.418.960.867.112;462.926.147.602;7;2;;1987;5;3;203
A2179;12739;28/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;51;2;4;KR 14  - CL 32 B  S 02;-7.411.498.156.969;457.654.960.085;18;2;;2020;2;2;119
A2180;12740;28/08/2022;1;1;PASAJERO;HERIDO;FEMENINO;42;2;4;KR 14  - CL 32 B  S 02;-7.411.498.156.969;457.654.960.085;18;2;;2020;2;2;119
A2181;12741;28/08/2022;2;1;PASAJERO;HERIDO;MASCULINO;42;2;4;KR 14  - CL 32 B  S 02;-7.411.498.156.969;457.654.960.085;18;2;;2020;2;2;119
A2182;12742;29/08/2022;1;;PEATON;HERIDO;MASCULINO;49;2;2;TV 68 H H - DG 38  S 6;-74.138.426.158;460.534.498.700.002;8;1;;;;;157
A2183;12743;29/08/2022;0;1;CONDUCTOR;ILESO;;;2;2;TV 68 H H - DG 38  S 6;-74.138.426.158;460.534.498.700.002;8;1;;;1;0;157
A2184;12744;26/08/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;36;2;1;CL 80  - KR 69 B  27;-74.082.448.329;4.687.726.091;10;2;;2020;10;3;102
A2185;12745;26/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;25;2;1;CL 80  - KR 69 B  27;-74.082.448.329;4.687.726.091;10;2;;2021;10;3;102
A2186;12746;27/08/2022;1;2;MOTOCICLISTA;ILESO;;;1;1;CL 129 D  - KR 122 D  02;-7.410.746.759.905;473.430.652.023;11;1;1;2021;10;3;104
A2187;12747;27/08/2022;2;2;ACOMPANANTE;MUERTO;FEMENINO;43;1;1;CL 129 D  - KR 122 D  02;-7.410.746.759.905;473.430.652.023;11;1;1;2021;10;3;104
A2188;12748;27/08/2022;1;2;MOTOCICLISTA;ILESO;;;1;1;CL 129 D  - KR 122 D  02;-7.410.746.759.905;473.430.652.023;11;1;1;2021;10;3;157
A2189;12749;27/08/2022;2;2;ACOMPANANTE;MUERTO;FEMENINO;43;1;1;CL 129 D  - KR 122 D  02;-7.410.746.759.905;473.430.652.023;11;1;1;2021;10;3;157
A2190;12750;27/08/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;45;1;1;CL 129 D  - KR 122 D  02;-7.410.746.759.905;473.430.652.023;11;1;1;2013;1;3;104
A2191;12751;27/08/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;45;1;1;CL 129 D  - KR 122 D  02;-7.410.746.759.905;473.430.652.023;11;1;1;2013;1;3;157
A2192;12752;27/08/2022;1;2;CONDUCTOR;ILESO;FEMENINO;17;3;1;AU NORTE - CL 189   02;-7.404.419.850.822;476.700.467.792;1;;;2013;6;3;106
A2193;12753;27/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;59;3;1;AU NORTE - CL 189   02;-7.404.419.850.822;476.700.467.792;1;;;2023;8;2;106
A2194;12754;26/08/2022;1;2;CONDUCTOR;ILESO;FEMENINO;40;3;1;KR 68  - CL 80   02;-7.407.903.996.889;468.382.733.717;10;;;2015;5;3;141
A2195;12755;26/08/2022;1;2;CONDUCTOR;ILESO;FEMENINO;40;3;1;KR 68  - CL 80   02;-7.407.903.996.889;468.382.733.717;10;;;2015;5;3;157
A2196;12756;26/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;46;3;1;KR 68  - CL 80   02;-7.407.903.996.889;468.382.733.717;10;;;2020;2;2;141
A2197;12757;26/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;46;3;1;KR 68  - CL 80   02;-7.407.903.996.889;468.382.733.717;10;;;2020;2;2;157
A2198;12758;28/08/2022;2;3;CONDUCTOR;HERIDO;MASCULINO;30;2;1;AV AVENIDA CIUDAD DE QUITO - CL 89 A  02;-7.406.066.683.714;467.740.081.054;12;7;;2008;1;3;121
A2199;12759;28/08/2022;1;2;CONDUCTOR;HERIDO;FEMENINO;42;2;1;AV AVENIDA CIUDAD DE QUITO - CL 89 A  02;-7.406.066.683.714;467.740.081.054;12;7;;2022;1;3;121
A2200;12760;28/08/2022;4;2;ACOMPANANTE;HERIDO;FEMENINO;12;2;1;AV AVENIDA CIUDAD DE QUITO - CL 89 A  02;-7.406.066.683.714;467.740.081.054;12;7;;2022;1;3;121
A2201;12761;28/08/2022;5;2;ACOMPANANTE;HERIDO;FEMENINO;26;2;1;AV AVENIDA CIUDAD DE QUITO - CL 89 A  02;-7.406.066.683.714;467.740.081.054;12;7;;2022;1;3;121
A2202;12762;28/08/2022;6;2;ACOMPANANTE;HERIDO;MASCULINO;21;2;1;AV AVENIDA CIUDAD DE QUITO - CL 89 A  02;-7.406.066.683.714;467.740.081.054;12;7;;2022;1;3;121
A2203;12763;28/08/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;33;2;1;AV AVENIDA CIUDAD DE QUITO - CL 89 A  02;-7.406.066.683.714;467.740.081.054;12;7;;2013;5;2;121
A2204;12764;28/08/2022;3;1;ACOMPANANTE;HERIDO;MASCULINO;22;2;1;AV AVENIDA CIUDAD DE QUITO - CL 89 A  02;-7.406.066.683.714;467.740.081.054;12;7;;2013;5;2;121
A2205;12765;28/08/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;39;3;1;KR 85  - CL 64 G  15;-7.411.055.592.482;468.559.702.756;10;;;2022;10;3;97
A2206;12766;28/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;31;3;1;KR 85  - CL 64 G  15;-7.411.055.592.482;468.559.702.756;10;;;2014;1;3;97
A2207;12767;27/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;32;3;1;CL 17  - KR 82   02;-7.413.474.945.013;465.808.879.691;9;;;1997;1;3;121
A2208;12768;27/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;46;3;1;CL 17  - KR 82   02;-7.413.474.945.013;465.808.879.691;9;;;2022;2;2;121
A2209;12769;27/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;58;3;1;CL 90  - KR 86   21;-74.094.846.687;471.017.067.899.999;10;;;2014;2;2;121
A2210;12770;27/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;58;3;1;CL 90  - KR 86   21;-74.094.846.687;471.017.067.899.999;10;;;2014;2;2;157
A2211;12771;27/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;55;3;1;CL 90  - KR 86   21;-74.094.846.687;471.017.067.899.999;10;;;2015;1;3;121
A2212;12772;27/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;55;3;1;CL 90  - KR 86   21;-74.094.846.687;471.017.067.899.999;10;;;2015;1;3;157
A2213;12773;27/08/2022;1;2;CONDUCTOR;ILESO;FEMENINO;47;3;1;KR 72  - CL 21   02;-741.221.232.501;465.388.615.005;9;;;2015;1;3;121
A2214;12774;27/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;52;3;1;KR 72  - CL 21   02;-741.221.232.501;465.388.615.005;9;;;2013;1;3;121
A2215;12775;30/08/2022;2;3;CONDUCTOR;ILESO;MASCULINO;39;3;1;CL 79 B  - KR 4   02;-74.049;4.66;2;;;2022;5;3;121
A2216;12776;30/08/2022;1;2;CONDUCTOR;ILESO;FEMENINO;45;3;1;CL 79 B  - KR 4   02;-74.049;4.66;2;;;2020;1;3;121
A2217;12777;30/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;57;3;1;CL 79 B  - KR 4   02;-74.049;4.66;2;;;2008;2;2;121
A2218;12778;1/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;23;2;4;CL 64  - KR 113   02;-74.137;4.706;10;1;;2014;2;2;506
A2219;12779;1/09/2022;1;1;PASAJERO;HERIDO;MASCULINO;70;2;4;CL 64  - KR 113   02;-74.137;4.706;10;1;;2014;2;2;506
A2220;12780;5/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;51;3;1;TV 86  - CL 26   02;-74.119;4.679;10;;;2018;5;2;121
A2221;12781;5/09/2022;0;1;CONDUCTOR;ILESO;FEMENINO;43;3;1;TV 86  - CL 26   02;-74.119;4.679;10;;;2023;1;3;121
A2222;12782;4/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;26;3;1;CL 9  - KR 19   02;-74.087;4.603;14;;;2012;1;3;127
A2223;12783;4/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;60;3;1;CL 9  - KR 19   02;-74.087;4.603;14;;;2022;5;2;127
A2224;12784;9/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;38;1;4;KR 111  - CL 19 A  02;-74.149;4.682;9;;1;2014;5;2;157
A2225;12785;9/09/2022;1;1;PASAJERO;MUERTO;FEMENINO;70;1;4;KR 111  - CL 19 A  02;-74.149;4.682;9;;1;2014;5;2;157
A2226;12786;9/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;38;1;4;KR 111  - CL 19 A  02;-74.149;4.682;9;;1;2014;5;2;506
A2227;12787;9/09/2022;1;1;PASAJERO;MUERTO;FEMENINO;70;1;4;KR 111  - CL 19 A  02;-74.149;4.682;9;;1;2014;5;2;506
A2228;12788;22/08/2022;2;3;CICLISTA;HERIDO;FEMENINO;21;2;1;TV 4  - CL 4 D  02;-74.109;4.617;16;3;;;13;0;103
A2229;12789;22/08/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;36;2;1;TV 4  - CL 4 D  02;-74.109;4.617;16;3;;2018;10;3;103
A2230;12790;22/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;26;2;1;TV 4  - CL 4 D  02;-74.109;4.617;16;3;;2018;10;3;103
A2231;12791;21/08/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;25;2;1;KR 57  - CL 50 A  S 02;-74.114;4.545;18;1;;2021;10;3;112
A2232;12792;21/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;39;2;1;KR 57  - CL 50 A  S 02;-74.114;4.545;18;1;;2013;1;3;112
A2233;12793;29/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;46;3;1;KR 72  - CL 23   02;-741.180.897.244;4.659.127.152;9;;;2014;2;2;103
A2234;12794;29/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;46;3;1;KR 72  - CL 23   02;-741.180.897.244;4.659.127.152;9;;;2014;2;2;157
A2235;12795;29/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;31;3;1;KR 72  - CL 23   02;-741.180.897.244;4.659.127.152;9;;;2017;2;2;103
A2236;12796;29/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;31;3;1;KR 72  - CL 23   02;-741.180.897.244;4.659.127.152;9;;;2017;2;2;157
A2237;12797;29/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;31;3;1;DG 48  S- KR 18 BIS  02;-7.412.578.539.936;45.692.525.898;18;;;2013;1;3;112
A2238;12798;29/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;28;3;1;DG 48  S- KR 18 BIS  02;-7.412.578.539.936;45.692.525.898;18;;;2009;1;2;112
A2239;12799;30/08/2022;1;2;MOTOCICLISTA;HERIDO;;;2;1;CL 38  S- KR 88 C  02;-74.166.138.899;463.884.367.200.001;8;1;;2022;17;3;121
A2240;12800;30/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;59;2;1;CL 38  S- KR 88 C  02;-74.166.138.899;463.884.367.200.001;8;1;;2014;2;2;121
A2241;12801;3/09/2022;1;;PEATON;HERIDO;FEMENINO;24;2;2;KR 10  - CL 10   02;-74.078.409.354;459.910.015.399.998;3;1;;;;;115
A2242;12802;3/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;27;2;2;KR 10  - CL 10   02;-74.078.409.354;459.910.015.399.998;3;1;;1982;5;3;115
A2243;12803;5/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;60;3;1;CL 27  S- KR 12 I  02;-74.105;4.577;18;;;2022;5;2;121
A2244;12804;5/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;58;3;1;CL 27  S- KR 12 I  02;-74.105;4.577;18;;;2008;1;2;121
A2245;12805;3/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;35;3;1;KR 79  - CL 48  S 02;-74.166;4.617;8;;;2018;1;3;121
A2246;12806;3/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;45;3;1;KR 79  - CL 48  S 02;-74.166;4.617;8;;;2006;1;2;121
A2247;12807;5/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;44;3;1;CL 13  - KR 100   02;-74.157;4.667;9;;;2007;8;2;121
A2248;12808;5/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;47;3;1;CL 13  - KR 100   02;-74.157;4.667;9;;;2007;6;3;121
A2249;12809;4/09/2022;1;2;CONDUCTOR;HERIDO;MASCULINO;30;2;1;AC 26  - KR 26   02;-74.078;4.622;14;1;;2022;1;3;114
A2250;12810;4/09/2022;1;2;CONDUCTOR;HERIDO;MASCULINO;30;2;1;AC 26  - KR 26   02;-74.078;4.622;14;1;;2022;1;3;121
A2251;12811;4/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;52;2;1;AC 26  - KR 26   02;-74.078;4.622;14;1;;2021;5;2;114
A2252;12812;4/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;52;2;1;AC 26  - KR 26   02;-74.078;4.622;14;1;;2021;5;2;121
A2253;12813;6/09/2022;1;2;CICLISTA;HERIDO;MASCULINO;41;2;1;CL 53  - KR 36 A  02;-74.082;4.643;13;1;;;13;0;103
A2254;12814;6/09/2022;0;1;CONDUCTOR;ILESO;FEMENINO;19;2;1;CL 53  - KR 36 A  02;-74.082;4.643;13;1;;2022;5;3;103
A2255;12815;5/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;38;3;1;KR 9  - CL 76   02;-74.054;4.66;2;;;1984;1;3;157
A2256;12816;5/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;38;3;1;KR 9  - CL 76   02;-74.054;4.66;2;;;1984;1;3;157
A2257;12817;5/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;35;3;1;KR 9  - CL 76   02;-74.054;4.66;2;;;2020;5;3;157
A2258;12818;5/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;35;3;1;KR 9  - CL 76   02;-74.054;4.66;2;;;2020;5;3;157
A2259;12819;5/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;45;3;1;CL 63  - KR 111   02;-7.413.301.951;470.141.881.000.001;10;;;2021;4;2;121
A2260;12820;5/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;48;3;1;CL 63  - KR 111   02;-7.413.301.951;470.141.881.000.001;10;;;2013;1;2;121
A2261;12821;6/09/2022;1;2;MOTOCICLISTA;HERIDO;FEMENINO;52;2;1;AV AVENIDA BOYACA - CL 36 A  S 02;-741.433.860.986;45.848.120.398;6;1;;2021;10;3;103
A2262;12822;6/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;58;2;1;AV AVENIDA BOYACA - CL 36 A  S 02;-741.433.860.986;45.848.120.398;6;1;;2013;5;3;103
A2263;12823;6/09/2022;1;2;CICLISTA;HERIDO;MASCULINO;62;2;1;CL 19  - KR 22   02;-740.837.057.745;46.143.419.134;14;1;;;13;0;103
A2264;12824;6/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;30;2;1;CL 19  - KR 22   02;-740.837.057.745;46.143.419.134;14;1;;2014;2;2;103
A2265;12825;6/09/2022;1;;PEATON;HERIDO;MASCULINO;23;2;2;CL 70 BIS S- KR 17   02;-741.370.612.402;45.490.146.964;19;1;;;;;157
A2266;12826;6/09/2022;0;1;CONDUCTOR;ILESO;FEMENINO;22;2;2;CL 70 BIS S- KR 17   02;-741.370.612.402;45.490.146.964;19;1;;2022;1;3;157
A2267;12827;6/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;44;3;1;CL 163  - KR 16 C  02;-740.395.900.387;47.419.574.428;1;;;2008;2;2;103
A2268;12828;6/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;0;3;1;CL 163  - KR 16 C  02;-740.395.900.387;47.419.574.428;1;;;2017;1;3;103
A2269;12829;7/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;37;3;1;KR 9  - CL 108   02;-7.404.008.356.516;468.944.381.646;1;;;2010;1;3;121
A2270;12830;7/09/2022;0;1;CONDUCTOR;ILESO;FEMENINO;63;3;1;KR 9  - CL 108   02;-7.404.008.356.516;468.944.381.646;1;;;2015;5;3;121
A2271;12831;7/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;53;3;1;CL 80  - KR 75   02;-7.409.240.273.421;469.733.782.069;10;;;2022;5;4;121
A2272;12832;7/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;53;3;1;CL 80  - KR 75   02;-7.409.240.273.421;469.733.782.069;10;;;2015;1;2;121
A2273;12833;6/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;53;3;1;AV AVENIDA PASEO DE LOS LIBERTADORES - CL 170   02;-740.465.205.927;47.515.311.085;1;;;2023;9;1;121
A2274;12834;6/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;39;3;1;AV AVENIDA PASEO DE LOS LIBERTADORES - CL 170   02;-740.465.205.927;47.515.311.085;1;;;2023;5;3;121
A2275;12835;6/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;41;3;1;KR 7  - CL 140   02;-7.402.879.146.521;471.614.620.183;1;;;2015;3;2;104
A2276;12836;6/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;40;3;1;KR 7  - CL 140   02;-7.402.879.146.521;471.614.620.183;1;;;2016;1;3;104
A2277;12837;7/09/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;21;2;1;KR 100  - CL 55  S 02;-74.193;4.641;7;4;;2017;10;3;112
A2278;12838;7/09/2022;2;2;ACOMPANANTE;HERIDO;MASCULINO;24;2;1;KR 100  - CL 55  S 02;-74.193;4.641;7;4;;2017;10;3;112
A2279;12839;7/09/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;29;2;1;KR 100  - CL 55  S 02;-74.193;4.641;7;4;;2022;10;3;112
A2280;12840;7/09/2022;3;1;ACOMPANANTE;HERIDO;MASCULINO;21;2;1;KR 100  - CL 55  S 02;-74.193;4.641;7;4;;2022;10;3;112
A2281;12841;12/09/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;45;2;1;AV AVENIDA BOYACA - CL 19   02;-74.124;4.652;9;1;;2008;10;3;103
A2282;12842;12/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;25;2;1;AV AVENIDA BOYACA - CL 19   02;-74.124;4.652;9;1;;2012;2;2;103
A2283;12843;11/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;31;2;1;CL 12  - KR 22   02;-74.088.271.798;460.800.544.099.999;14;1;;2017;2;1;112
